State;Year;Mo;Day;Victim;County;Latitude;Longitude;Race;Sex;Mob;Offense;Note;2nd Name;3rd Name;;Comments;;;;;;;;;;;;;;;;;;;Source
AR;1893;11;13;David Nelson;Lincoln;33,957;-91,7344;Blk;Male;Blk;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AR;1910;6;13;Wm. Hunter;Lincoln;33,957;-91,7344;Blk;Male;;Entered woman's bedroom;;;;;;;;;;;;;;;;;;;;;;;;
AR;1919;6;13;Clyde Ellison;Lincoln;33,957;-91,7344;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
AR;1919;9;1;Flinton Briggs;Lincoln;33,957;-91,7344;Blk;Male;;Indecent proposals;;Clinton Briggs;;;;;;;;;;;;;;;;;;;;;;
KY;1893;9;2;Wm. Akerson;Lincoln;37,4554;-84,6608;Blk;Male;;Rape;;Charles Jones;Wm.Arkinson;;;;;;;;;;;;;;;;;;;;;
TN;1890;4;20;Stephen Jacobs;Lincoln;35,1405;-86,589;Blk;Male;;Arson;;;;;;;;;;;;;;;;;;;;;;;;
TN;1895;3;18;Harriet Talley;Lincoln;35,1405;-86,589;Blk;Fe;;Arson;;;;;;;;;;;;;;;;;;;;;;;;
TN;1895;9;5;Dock King;Lincoln;35,1405;-86,589;Blk;Male;;Attempted criminal assault;;;;;;;;;;;;;;;;;;;;;;;;
TN;1895;11;29;Joe Robertson;Lincoln;35,1405;-86,589;Blk;Male;;Attempted rape;;Joseph Robinson;;;;;;;;;;;;;;;;;;;;;;
TN;1895;11;29;Skace McGaha;Lincoln;35,1405;-86,589;Blk;Male;;Attempted rape;;Ozias McGah[e][l]y;;;;;;;;;;;;;;;;;;;;;;
GA;1889;11;13;John Anthony;Lincoln ;33,7936;-82,4512;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1896;7;1;Unnamed Negro;Lincoln ;33,7936;-82,4512;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
GA;1909;5;24;Albert Aiken;Lincoln ;33,7936;-82,4512;Blk;Male;;Murderous assault;;;;;;;;;;;;;;;;;;;;;;;;
GA;1919;10;5;Mose Martin;Lincoln ;33,7936;-82,4512;Blk;Male;;Praised murderer;;;;;;;;;;;;;;;;;;;;;;;;
GA;1919;10;6;Wm. Brown;Lincoln ;33,7936;-82,4512;Blk;Male;;Accomplice in murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1919;10;6;Jack Gordon;Lincoln ;33,7936;-82,4512;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
LA;1882;10;28;Wm. Harris;Lincoln ;32,6016;-92,6649;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
LA;1882;11;7;Unnamed Negro;Lincoln ;32,6016;-92,6649;Blk;Male;;Attempted murder;;;;;;;;;;;;;;;;;;;;;;;;
LA;1882;11;7;Unnamed Negro;Lincoln ;32,6016;-92,6649;Blk;Male;;Attempted murder;;;;;;;;;;;;;;;;;;;;;;;;
LA;1887;6;30;James Walden;Lincoln ;32,6016;-92,6649;Blk;Male;;Larceny;;;;;;;;;;;;;;;;;;;;;;;;
LA;1898;4;23;Columbus Lewis;Lincoln ;32,6016;-92,6649;Blk;Male;;Insulted white man;;;;;;;;;;;;;;;;;;;;;;;;
MS;1891;6;11;Unnamed Negro;Lincoln ;31,5324;-90,454;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1894;6;27;George Linton;Lincoln ;31,5324;-90,454;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1895;6;27;Thomas Bowen;Lincoln ;31,5324;-90,454;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1903;12;20;Eli Hilson;Lincoln ;31,5324;-90,454;Blk;Male;;Race prejudice;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1903;12;27;Jesse Bagnets;Lincoln ;31,5324;-90,454;Blk;Male;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1908;1;2;"""Coot"" Autman";Lincoln ;31,5324;-90,454;Blk;Male;;Murderous assault;;;;;;;;;;;;;;;;;;;;;;;;
MS;1908;2;10;Eli Piggott;Lincoln ;31,5324;-90,454;Blk;Male;;Criminal assault (rape)    ;;Eli Pigatt;;;;;;;;;;;;;;;;;;;;;;
MS;1928;6;29;James Bearden;Lincoln ;31,5324;-90,454;Blk;Male;;Wounded men;;;;;;;;;;;;;;;;;;;;;;;;
MS;1928;6;29;Stanley Bearden;Lincoln ;31,5324;-90,454;Blk;Male;;Wounded men;;;;;;;;;;;;;;;;;;;;;;;;
AR;1883;5;25;Joseph Young;Little River;33,7009;-94,2352;Blk;Male;;Rape;;James Young;;;;;;;;;;;;;;;;;;;;;;
AR;1899;3;18;General Duckert;Little River;33,7009;-94,2352;Blk;Male;;Murder;;General Duckett;;;;;;;;;;;;;;;;;;;;;;
AR;1899;3;21;Edward Goodwin;Little River;33,7009;-94,2352;Blk;Male;;Threats against whites;;;;;;;;;;;;;;;;;;;;;;;;
AR;1899;3;22;Moses Jones;Little River;33,7009;-94,2352;Blk;Male;;Threats against whites;;;;;;;;;;;;;;;;;;;;;;;;
AR;1899;3;22;Joseph King;Little River;33,7009;-94,2352;Blk;Male;;Threats against whites;;;;;;;;;;;;;;;;;;;;;;;;
AR;1902;3;9;Hosey McCoy;Little River;33,7009;-94,2352;Blk;Male;;Rape;Uncertain ;Horace McCoy;;;;;;;;;;;;;;;;;;;;;;
AR;1910;5;13;Doc McClain;Little River;33,7009;-94,2352;Blk;Male;;Assault;;"""Dock"" McLane";;;;;;;;;;;;;;;;;;;;;;
AR;1917;8;8;Aaron Jimerson;Little River;33,7009;-94,2352;Blk;Male;;Shot man;;;;;;;;;;;;;;;;;;;;;;;;
LA;1896;12;22;Jerry Burke;Livingston ;30,4401;-90,7279;Blk;Male;;Attempted murder;;;;;;;;;;;;;;;;;;;;;;;;
LA;1900;6;23;Frank Gilmour;Livingston ;30,4401;-90,7279;Wht;Male;;Murder;;Frank Gilmore;;;;;;;;;;;;;;;;;;;;;;
AR;1884;7;28;Dan C. Oliver;Logan;35,2149;-93,7166;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
KY;1883;10;12;Nelson Cooper;Logan;36,8597;-86,8789;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
KY;1883;10;12;Samuel Bailey;Logan;36,8597;-86,8789;Blk;Male;;Murder;;Samuel Daily;;;;;;;;;;;;;;;;;;;;;;
KY;1886;3;10;Handy Woodward;Logan;36,8597;-86,8789;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
KY;1886;3;22;Hampton Wade;Logan;36,8597;-86,8789;Blk;Male;;Attempted rape;;Help Wade;;;;;;;;;;;;;;;;;;;;;;
KY;1886;3;22;Alexander North;Logan;36,8597;-86,8789;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
KY;1886;3;22;Henry Shaw;Logan;36,8597;-86,8789;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
KY;1886;4;28;Meredith Jones;Logan;36,8597;-86,8789;Blk;Male;;Rape;;Mendy Jones;;;;;;;;;;;;;;;;;;;;;;
KY;1894;7;15;Edwin Traughber;Logan;36,8597;-86,8789;Unk;Male;;Bad character;;;;;;;;;;;;;;;;;;;;;;;;
KY;1896;12;18;Dink Procter;Logan;36,8597;-86,8789;Wht;Male;;Murder;;Pink Proctor;;;;;;;;;;;;;;;;;;;;;;
KY;1896;12;18;Arch Procter;Logan;36,8597;-86,8789;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
KY;1896;12;18;Wm. Procter;Logan;36,8597;-86,8789;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
KY;1898;6;26;George Scott;Logan;36,8597;-86,8789;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
KY;1908;8;1;Virgil Jones;Logan;36,8597;-86,8789;Blk;Male;;Race hatred;;;;;;;;;;;;;;;;;;;;;;;;
KY;1908;8;1;Robert Boyer;Logan;36,8597;-86,8789;Blk;Male;;Race hatred;;;;;;;;;;;;;;;;;;;;;;;;
KY;1908;8;1;John Jones;Logan;36,8597;-86,8789;Blk;Male;;Race hatred;;Thomas Jones ;;;;;;;;;;;;;;;;;;;;;;
KY;1908;8;1;Joseph Riley;Logan;36,8597;-86,8789;Blk;Male;;Race hatred;;;;;;;;;;;;;;;;;;;;;;;;
AR;1882;6;4;Unnamed Negro;Lonoke;34,7543;-91,8888;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
AR;1882;6;4;Unnamed Negro;Lonoke;34,7543;-91,8888;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
AR;1882;6;4;Unnamed Negro;Lonoke;34,7543;-91,8888;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
AR;1910;4;5;Laura Mitchell;Lonoke;34,7543;-91,8888;Blk;Fe;Blk;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AR;1910;4;5;Frank Pride;Lonoke;34,7543;-91,8888;Blk;Male;Blk;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AR;1917;9;13;Samuel Gates;Lonoke;34,7543;-91,8888;Blk;Male;;Indecent proposals to girls;;;;;;;;;;;;;;;;;;;;;;;;
TN;1893;1;2;Henry Duncan;Loudon;35,7348;-84,3119;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
TN;1886;3;18;John Gillespie;Loudon  ;35,7348;-84,3119;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1888;3;29;Theo Calloway;Lowndes ;32,1547;-86,6501;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1896;6;24;Wm. Westmoreland;Lowndes ;32,1547;-86,6501;Blk;Male;Blk;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1900;3;2;Mrs. Jim Cross;Lowndes ;32,1547;-86,6501;Blk;Fe;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;
AL;1900;3;2;Daughter of J. Cross;Lowndes ;32,1547;-86,6501;Blk;Fe;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;
AL;1900;3;2;Son of Jim Cross;Lowndes ;32,1547;-86,6501;Blk;Male;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;
AL;1900;3;2;Jim Cross;Lowndes ;32,1547;-86,6501;Blk;Male;;Unknown        ;;James Crosby;;;;;;;;;;;;;;;;;;;;;;
AL;1914;12;18;Wm. Jones;Lowndes ;32,1547;-86,6501;Blk;Male;;Attempted assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
AL;1917;7;24;Will Powell;Lowndes ;32,1547;-86,6501;Blk;Male;;Threat to kill;;;;;;;;;;;;;;;;;;;;;;;;
AL;1917;7;24;Jesse Powell;Lowndes ;32,1547;-86,6501;Blk;Male;;Threat to kill;;;;;;;;;;;;;;;;;;;;;;;;
GA;1890;10;30;Will Lowe;Lowndes ;30,8338;-83,2677;Blk;Male;;Attempted rape;;— Paltro;— Polasco;;;;;;;;;;;;;;;;;;;;;
GA;1894;9;18;Dave Goosby;Lowndes ;30,8338;-83,2677;Blk;Male;;Rape & murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1915;4;16;Ceasar Sheffield;Lowndes ;30,8338;-83,2677;Blk;Male;;Burglary;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1916;8;18;— Lewis;Lowndes ;30,8338;-83,2677;Blk;Male;;Intent to murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1918;5;19;Mary Turner;Lowndes ;30,8338;-83,2677;Blk;Fe;;Unwise remarks;;;;;;;;;;;;;;;;;;;;;;;;
GA;1918;5;17;Wm. Head;Lowndes ;30,8338;-83,2677;Blk;Male;;Complicity in murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1885;3;19;Jacob Doss;Lowndes ;33,4729;-88,4433;Blk;Male;Blk;Murder;;Jake Doss;;;;;;;;;;;;;;;;;;;;;;
MS;1885;12;29;Thomas Sly;Lowndes ;33,4729;-88,4433;Blk;Male;;Arson;;;;;;;;;;;;;;;;;;;;;;;;
MS;1885;12;29;Thomas Sharp;Lowndes ;33,4729;-88,4433;Blk;Male;;Arson;;;;;;;;;;;;;;;;;;;;;;;;
MS;1889;2;.;D. H. Smith;Lowndes ;33,4729;-88,4433;Blk;Male;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1889;10;25;Joe Harrial;Lowndes ;33,4729;-88,4433;Blk;Male;;Attempted rape;;Joseph Harold;;;;;;;;;;;;;;;;;;;;;;
MS;1890;5;20;Grant Anderson;Lowndes ;33,4729;-88,4433;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1891;5;9;Mother of W. Lee;Lowndes ;33,4729;-88,4433;Blk;Fe;;Accomplice to murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1891;5;8;Wesley Lee;Lowndes ;33,4729;-88,4433;Blk;Male;;Attempted murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1891;5;8;John Barrentine;Lowndes ;33,4729;-88,4433;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1893;7;11;Henry Fleming;Lowndes ;33,4729;-88,4433;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
MS;1896;11;17;Mims Collier;Lowndes ;33,4729;-88,4433;Blk;Male;;Attempted assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
MS;1906;5;23;George Younger;Lowndes ;33,4729;-88,4433;Blk;Male;;Assault & robbery;;;;;;;;;;;;;;;;;;;;;;;;
MS;1907;8;28;Unnamed Negro;Lowndes ;33,4729;-88,4433;Blk;Male;;Assaulted woman;;;;;;;;;;;;;;;;;;;;;;;;
MS;1915;12;8;Cordelia Stevenson;Lowndes ;33,4729;-88,4433;Blk;Fe;;Arson;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1922;3;17;Unnamed Negro;Lowndes ;33,4729;-88,4433;Blk;Male;;Attm. criminal assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
TN;1911;6;8;Dave Winston;Macon;36,532;-86,0073;Blk;Male;;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
AL;1882;8;25;Leonard Coker;Macon ;32,3859;-85,6927;Blk;Male;;Rape & murder;;;;;;;;;;;;;;;;;;;;;;;;
GA;1910;11;7;John Walker;Macon ;32,3584;-84,0425;Blk;Male;;Murder;;Wm. Barnes;;;;;;;;;;;;;;;;;;;;;;
GA;1912;10;5;Babe Yarbrough;Macon ;32,3584;-84,0425;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
KY;1887;7;17;John Thomas;Madison;37,7202;-84,278;Blk;Male;;Assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
TN;1886;8;18;Eliza Woods;Madison;35,6082;-88,8385;Blk;Fe;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
TN;1891;7;25;John Brown;Madison;35,6082;-88,8385;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1883;10;9;Wes Brown;Madison ;34,7631;-86,5502;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1890;3;21;Robert Moseley;Madison ;34,7631;-86,5502;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
AL;1897;5;12;Mollie Smith;Madison ;34,7631;-86,5502;Blk;Fe;;Murder;;Molly White;;;;;;;;;;;;;;;;;;;;;;
AL;1897;5;12;Amanda Franks;Madison ;34,7631;-86,5502;Blk;Fe;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1897;5;12;Jim Nance;Madison ;34,7631;-86,5502;Blk;Male;;Murder;;Jim Williams;;;;;;;;;;;;;;;;;;;;;;
AL;1900;7;23;Elijah Clark;Madison ;34,7631;-86,5502;Blk;Male;;Criminal assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
AL;1904;9;7;Horace Maples;Madison ;34,7631;-86,5502;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1915;1;18;Herman Deely;Madison ;34,7631;-86,5502;Blk;Male;;Murder;;Herman Desley;Herman Deeley;;;;;;;;;;;;;;;;;;;;;
FL;1882;8;25;— Savage;Madison ;30,4441;-83,4701;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1882;8;25;— James;Madison ;30,4441;-83,4701;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1884;11;22;Armstead Williams;Madison ;30,4441;-83,4701;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
FL;1886;3;21;Lucas Nicks;Madison ;30,4441;-83,4701;Blk;Male;Blk;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1886;3;21;Unnamed Negro;Madison ;30,4441;-83,4701;Blk;Male;Blk;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
FL;1886;3;21;Unnamed Negro;Madison ;30,4441;-83,4701;Blk;Male;Blk;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
FL;1896;6;29;Jake Williams;Madison ;30,4441;-83,4701;Blk;Male;;Attempted rape;;Jacob Williams;;;;;;;;;;;;;;;;;;;;;;
FL;1899;1;28;Charles Martin;Madison ;30,4441;-83,4701;Blk;Male;;Race hatred;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
FL;1901;1;3;James Denson;Madison ;30,4441;-83,4701;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1901;1;3;Brother of  Denson;Madison ;30,4441;-83,4701;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1903;5;18;Washington Jarvis;Madison ;30,4441;-83,4701;Wht;Male;;Murder;;Wash W. Jarvis;;;;;;;;;;;;;;;;;;;;;;
FL;1906;11;8;— Sloan;Madison ;30,4441;-83,4701;Blk;Male;;Attempted assault (rape);;;;;;;;;;;;;;;;;;;;;;;;
FL;1908;2;2;Charles Pittman;Madison ;30,4441;-83,4701;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1919;3;12;Joseph Walker;Madison ;30,4441;-83,4701;Blk;Male;;Shot man;;;;;;;;;;;;;;;;;;;;;;;;
FL;1921;10;1;Ray Newsome;Madison ;30,4441;-83,4701;Blk;Male;;Being offensive to white girl;;;;;;;;;;;;;;;;;;;;;;;;
GA;1889;11;15;Tom Moss;Madison ;34,1278;-83,209;Blk;Male;Blk;Race troubles;;Jim Morse;;;;;;;;;;;;;;;;;;;;;;
GA;1907;7;1;George Herbert;Madison ;34,1278;-83,209;Blk;Male;;Murderous assault;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1910;9;1;— Oglesby;Madison ;34,1278;-83,209;Blk;Male;;Attempted burglary;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
LA;1894;4;23;Samuel Slaughter;Madison ;32,3644;-91,2427;Blk;Male;;Murder & insurrection;;Samuel Stangate;;;;;;;;;;;;;;;;;;;;;;
LA;1894;4;23;Thomas Claxton;Madison ;32,3644;-91,2427;Blk;Male;;Murder & insurrection;;;;;;;;;;;;;;;;;;;;;;;;
LA;1894;4;23;David Hawkins;Madison ;32,3644;-91,2427;Blk;Male;;Murder & insurrection;;;;;;;;;;;;;;;;;;;;;;;;
LA;1894;4;27;Shell Claxton;Madison ;32,3644;-91,2427;Blk;Male;;Murder & insurrection;;Thell Claxton;;;;;;;;;;;;;;;;;;;;;;
LA;1894;4;27;Tony McCoy;Madison ;32,3644;-91,2427;Blk;Male;;Murder & insurrection;;Jerry McCly;;;;;;;;;;;;;;;;;;;;;;
LA;1894;4;27;Pomp Claxton;Madison ;32,3644;-91,2427;Blk;Male;;Murder & insurrection;;Camp Claxton;;;;;;;;;;;;;;;;;;;;;;
LA;1894;4;27;Scott Harvey;Madison ;32,3644;-91,2427;Blk;Male;;Murder & insurrection;;;;;;;;;;;;;;;;;;;;;;;;
LA;1899;7;21;Joseph Cereno;Madison ;32,3644;-91,2427;Wht;Male;;Shooting man;;;;;;;;;;;;;;;;;;;;;;;;
LA;1899;7;21;Charles Defatta;Madison ;32,3644;-91,2427;Wht;Male;;Shooting man;;;;;;;;;;;;;;;;;;;;;;;;
LA;1899;7;21;Frank Defatta;Madison ;32,3644;-91,2427;Wht;Male;;Shooting man;;;;;;;;;;;;;;;;;;;;;;;;
LA;1899;7;21;Joseph Defatta;Madison ;32,3644;-91,2427;Wht;Male;;Shooting man;;;;;;;;;;;;;;;;;;;;;;;;
LA;1899;7;21;Sy Deferroch;Madison ;32,3644;-91,2427;Wht;Male;;Shooting man;;;;;;;;;;;;;;;;;;;;;;;;
LA;1904;1;14;"""Butch"" Riley";Madison ;32,3644;-91,2427;Blk;Male;;Shooting man;;;;;;;;;;;;;;;;;;;;;;;;
MS;1885;9;15;Leon Cockrill;Madison ;32,6347;-90,0337;Blk;Male;;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1886;5;7;Ben Chambers;Madison ;32,6347;-90,0337;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
MS;1895;1;7;Spencer Costello;Madison ;32,6347;-90,0337;Blk;Male;;Murder & robbery;;;;;;;;;;;;;;;;;;;;;;;;
MS;1921;6;29;"""Red"" Bilbro";Madison ;32,6347;-90,0337;Blk;Male;;Murderous assault;;Wm. Bellows;;;;;;;;;;;;;;;;;;;;;;
FL;1884;12;26;Charles E. Abbe;Manatee ;27,4719;-82,3153;Wht;Male;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
FL;1903;3;8;Henry Thomas;Manatee ;27,4719;-82,3153;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
FL;1910;3;7;Unnamed Negro;Manatee ;27,4719;-82,3153;Blk;Male;;Implicated in murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1910;3;7;Samuel Ellis;Manatee ;27,4719;-82,3153;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1912;7;2;Wm. English;Manatee ;27,4719;-82,3153;Blk;Male;;Insulted white woman;;;;;;;;;;;;;;;;;;;;;;;;
AL;1890;3;20;J. Stratton;Marengo ;32,2476;-87,7896;Wht;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1893;8;20;Monroe Smith;Marengo ;32,2476;-87,7896;Blk;Male;;Attempted rape;;;;;;;;;;;;;;;;;;;;;;;;
AL;1904;8;16;Rufus Lesseur;Marengo ;32,2476;-87,7896;Blk;Male;;Robbery;;Rufus Lesuere;;;;;;;;;;;;;;;;;;;;;;
AL;1909;12;20;Clinton Montgomery;Marengo ;32,2476;-87,7896;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
AL;1912;8;4;Sam Verge;Marengo ;32,2476;-87,7896;Blk;Male;;Accomplice in murder;;;;;;;;;;;;;;;;;;;;;;;;
AR;1886;11;13;Andrew J. Mulligan;Marion;36,2684;-92,6842;Unk;Male;;Murder;;James Pages;;;;;;;;;;;;;;;;;;;;;;
KY;1895;12;29;Mrs. T. J. West;Marion;37,5525;-85,2696;Wht;Fe;;Adultery;;;;;;;;;;;;;;;;;;;;;;;;
KY;1895;12;29;Wm. Dever;Marion;37,5525;-85,2696;Wht;Male;;Adultery;;;;;;;;;;;;;;;;;;;;;;;;
AL;1912;8;27;Willis Perkins;Marion ;34,1366;-87,8871;Blk;Male;;Race prejudice;;;;;;;;;;;;;;;;;;;;;;;;
FL;1885;7;3;Calzar Carooth;Marion ;29,2102;-82,0567;Blk;Male;;Murder;;Caesar Carooth;;;;;;;;;;;;;;;;;;;;;;
FL;1887;12;12;George Green;Marion ;29,2102;-82,0567;Blk;Male;;Theft;;;;;;;;;;;;;;;;;;;;;;;;
FL;1893;7;12;Robert Larkin;Marion ;29,2102;-82,0567;Blk;Male;;Rape;;Robert Larkins;;;;;;;;;;;;;;;;;;;;;;
FL;1894;5;15;Nero Young;Marion ;29,2102;-82,0567;Blk;Male;;Rape;;Nim Young;;;;;;;;;;;;;;;;;;;;;;
FL;1894;12;1;Wm. Jackson;Marion ;29,2102;-82,0567;Blk;Male;Blk;Assaulted woman (rape);;;;;;;;;;;;;;;;;;;;;;;;
FL;1894;12;15;Wm. Jones;Marion ;29,2102;-82,0567;Blk;Male;;Rape;;;;;;;;;;;;;;;;;;;;;;;;
FL;1897;3;15;James Gilmore;Marion ;29,2102;-82,0567;Blk;Male;;Accessory to murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1897;3;15;James Miley;Marion ;29,2102;-82,0567;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1897;3;15;Ed Holmes;Marion ;29,2102;-82,0567;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1899;6;10;Unnamed Negro;Marion ;29,2102;-82,0567;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1899;6;11;Unnamed Negro;Marion ;29,2102;-82,0567;Blk;Male;Blk;Aided in lynching;;;;;;;;;;;;;;;;;;;;;;;;
FL;1899;6;11;Unnamed Negro;Marion ;29,2102;-82,0567;Blk;Male;Blk;Aided in lynching;;;;;;;;;;;;;;;;;;;;;;;;
FL;1901;1;14;Norman McKinney;Marion ;29,2102;-82,0567;Blk;Male;;Trainwrecking & murder;;;;;;;;;;;;;;;;;;;;;;;;
FL;1912;11;14;Priest Niles;Marion ;29,2102;-82,0567;Blk;Male;;Murder;;Preece Neils;Preech Nellis;;;;;;;;;;;;;;;;;;;;;
FL;1912;11;19;John Archie;Marion ;29,2102;-82,0567;Blk;Male;;Implicated in murder;;John Archer;;;;;;;;;;;;;;;;;;;;;;
FL;1915;2;16;John Richards;Marion ;29,2102;-82,0567;Blk;Male;;Insulted white woman;;Joe Richards;;;;;;;;;;;;;;;;;;;;;;
FL;1915;12;29;Joseph Nimrod;Marion ;29,2102;-82,0567;Blk;Male;;Attacked girl (rape);;;;;;;;;;;;;;;;;;;;;;;;
FL;1916;1;28;Richard Anderson;Marion ;29,2102;-82,0567;Blk;Male;;Assaulted woman (rape);;;;;;;;;;;;;;;;;;;;;;;;
FL;1921;2;12;Elijah Jones;Marion ;29,2102;-82,0567;Blk;Male;;Attacked woman (rape);;;;;;;;;;;;;;;;;;;;;;;;
FL;1924;5;29;Homer Williams;Marion ;29,2102;-82,0567;Blk;Male;;Murder;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
FL;1926;5;17;Wm. McKinley;Marion ;29,2102;-82,0567;Wht;Male;;Reported moonshiners;Uncertain;Gilliam McKinley;;;;;;;;;;;;;;;;;;;;;;
FL;1926;1;11;Nick Williams;Marion ;29,2102;-82,0567;Blk;Male;;Attacked woman (rape);;Chandler Colding;Cohen Pickney;;;;;;;;;;;;;;;;;;;;;
GA;1919;10;16;Unnamed Negro;Marion ;32,3535;-84,5246;Blk;Unk;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
GA;1919;10;16;Unnamed Negro;Marion ;32,3535;-84,5246;Blk;Unk;;Unknown;Uncertain;;;;;;;;;;;;;;;;;;;;;;;
MS;1915;10;31;Jack Hughes;Marion ;31,2308;-89,8224;Wht;Male;;Murder;;Joseph Huyler;;;;;;;;;;;;;;;;;;;;;;
MS;1917;6;1;Van Haynes;Marion ;31,2308;-89,8224;Blk;Male;;Murder;;;;;;;;;;;;;;;;;;;;;;;;
